,ssid,rssi,gps_latitude,gps_longitude,gps_orthometric_heigth,gps_utc,computer_timestamp,computer_time_local,rssi_abs,timestamp_from_start
0,MOVISTAR_19BB,-60,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",40,0.0
1,MOVISTAR_PLUS_19BB,-61,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",39,0.0
2,MOVISTAR_19BB,-61,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",39,0.0
3,BUZZ,-66,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",34,0.0
4,BUZZ+,-67,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",33,0.0
5,BUZZ,-67,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",33,0.0
6,Samsung Fridge_E50AJTRB049Z,-76,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",24,0.0
7,MOVISTAR_2300,-93,40.60442583333333,-4.064921833333333,897.6,111331.00,1725880411.655385,"09/09/2024, 13:13:31.655385",7,0.0
